Word,Label,Label_num
17.0,S-cy,19
billion,O,17
and,O,17
$,O,17
11.0,S-py,26
billion,O,17
",",O,17
respectively,O,17
",",O,17
of,O,17
securities,B-kpi,2
purchased,I-kpi,14
under,I-kpi,14
resale,I-kpi,14
agreements,E-kpi,8
;,O,17
$,O,17
42.1,S-cy,19
billion,O,17
and,O,17
$,O,17
31.9,S-py,26
billion,O,17
",",O,17
respectively,O,17
",",O,17
of,O,17
securities,B-kpi,2
borrowed,E-kpi,8
;,O,17
$,O,17
14.5,S-cy,19
billion,O,17
and,O,17
$,O,17
22.7,S-py,26
billion,O,17
",",O,17
respectively,O,17
",",O,17
of,O,17
securities,B-kpi,2
sold,I-kpi,14
under,I-kpi,14
repurchase,I-kpi,14
agreements,E-kpi,8
;,O,17
and,O,17
$,O,17
8,S-cy,19
million,O,17
and,O,17
$,O,17
7,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
of,O,17
securities,B-kpi,2
loaned,I-kpi,14
and,I-kpi,14
other,E-kpi,8
.,O,17
(,O,17
d,O,17
),O,17
The,O,17
prior,O,17
period,O,17
amounts,O,17
have,O,17
been,O,17
revised,O,17
to,O,17
conform,O,17
with,O,17
the,O,17
current,O,17
period,O,17
presentation,O,17
.,O,17
Prior-period,O,17
amounts,O,17
have,O,17
been,O,17
revised,O,17
to,O,17
conform,O,17
with,O,17
the,O,17
current,O,17
presentation,O,17
.,O,17
(,O,17
b,O,17
),O,17
Excludes,O,17
$,O,17
2.9,S-cy,19
billion,O,17
of,O,17
accrued,B-kpi,2
interest,I-kpi,14
receivables,E-kpi,8
at,O,17
both,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
.,O,17
The,O,17
Firm,O,17
wrote,O,17
off,O,17
accrued,B-kpi,2
interest,I-kpi,14
receivables,E-kpi,8
of,O,17
$,O,17
121,S-cy,19
million,O,17
and,O,17
$,O,17
50,S-py,26
million,O,17
for,O,17
the,O,17
years,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
.,O,17
(,O,17
c,O,17
),O,17
Loans,O,17
(,O,17
other,O,17
than,O,17
those,O,17
for,O,17
which,O,17
the,O,17
fair,O,17
value,O,17
option,O,17
has,O,17
been,O,17
elected,O,17
),O,17
are,O,17
presented,O,17
net,O,17
of,O,17
unamortized,O,17
discounts,O,17
and,O,17
premiums,O,17
and,O,17
net,O,17
deferred,O,17
loan,O,17
fees,O,17
or,O,17
costs,O,17
.,O,17
Such,B-kpi_coref,3
purchases,E-kpi_coref,9
were,O,17
$,O,17
15.3,S-cy,19
billion,O,17
",",O,17
$,O,17
16.6,S-py,26
billion,O,17
and,O,17
$,O,17
18.6,S-py1,27
billion,O,17
for,O,17
the,O,17
years,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
respectively,O,17
.,O,17
The,O,17
following,O,17
table,O,17
provides,O,17
information,O,17
on,O,17
delinquency,O,17
",",O,17
which,O,17
is,O,17
the,O,17
primary,O,17
credit,O,17
quality,O,17
indicator,O,17
for,O,17
retained,O,17
residential,O,17
real,O,17
estate,O,17
loans,O,17
.,O,17
(,O,17
a,O,17
),O,17
Individual,O,17
delinquency,O,17
classifications,O,17
include,O,17
mortgage,B-kpi,2
loans,I-kpi,14
insured,E-kpi,8
by,O,17
U.S,O,17
.,O,17
government,O,17
agencies,O,17
as,O,17
follows,O,17
:,O,17
current,B-thereof,5
included,E-thereof,11
$,O,17
36,S-cy,19
million,O,17
and,O,17
$,O,17
17,S-py,26
million,O,17
;,O,17
30–149,B-thereof,5
days,I-thereof,16
past,I-thereof,16
due,E-thereof,11
included,O,17
$,O,17
16,S-cy,19
million,O,17
and,O,17
$,O,17
20,S-py,26
million,O,17
;,O,17
and,O,17
150,B-thereof,5
or,I-thereof,16
more,I-thereof,16
days,I-thereof,16
past,I-thereof,16
due,E-thereof,11
included,O,17
$,O,17
24,S-cy,19
million,O,17
and,O,17
$,O,17
26,S-py,26
million,O,17
at,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
.,O,17
(,O,17
b,O,17
),O,17
At,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
loans,O,17
under,O,17
payment,O,17
deferral,O,17
programs,O,17
offered,O,17
in,O,17
response,O,17
to,O,17
the,O,17
COVID-19,O,17
pandemic,O,17
which,O,17
are,O,17
still,O,17
within,O,17
their,O,17
deferral,O,17
period,O,17
and,O,17
performing,O,17
according,O,17
to,O,17
their,O,17
modified,O,17
terms,O,17
are,O,17
generally,O,17
not,O,17
considered,O,17
delinquent,O,17
.,O,17
(,O,17
c,O,17
),O,17
At,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
residential,O,17
real,O,17
estate,O,17
loans,B-kpi,2
excluded,I-kpi,14
mortgage,I-kpi,14
loans,E-kpi,8
insured,O,17
by,O,17
U.S,O,17
.,O,17
government,O,17
agencies,O,17
of,O,17
$,O,17
40,S-cy,19
million,O,17
and,O,17
$,O,17
46,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
that,O,17
are,O,17
30,O,17
or,O,17
more,O,17
days,O,17
past,O,17
due,O,17
.,O,17
Refer,O,17
to,O,17
pages,O,17
259-260,O,17
of,O,17
this,O,17
Note,O,17
for,O,17
information,O,17
on,O,17
the,O,17
Firm,O,17
’s,O,17
loan,O,17
sales,O,17
and,O,17
securitization,O,17
activity,O,17
related,O,17
to,O,17
U.S,O,17
.,O,17
GSEs,O,17
and,O,17
government,O,17
agencies,O,17
.,O,17
(,O,17
b,O,17
),O,17
Consists,O,17
of,O,17
securities,O,17
backed,O,17
by,O,17
commercial,O,17
real,O,17
estate,O,17
loans,O,17
and,O,17
non-mortgage-related,O,17
consumer,O,17
receivables,O,17
purchased,O,17
from,O,17
third,O,17
parties,O,17
.,O,17
(,O,17
c,O,17
),O,17
Excludes,O,17
the,O,17
following,O,17
:,O,17
retained,O,17
servicing,O,17
(,O,17
refer,O,17
to,O,17
Note,O,17
15,O,17
for,O,17
a,O,17
discussion,O,17
of,O,17
MSRs,O,17
),O,17
;,O,17
securities,O,17
retained,O,17
from,O,17
loan,O,17
sales,O,17
and,O,17
securitization,O,17
activity,O,17
related,O,17
to,O,17
U.S,O,17
.,O,17
GSEs,O,17
and,O,17
government,O,17
agencies,O,17
;,O,17
interest,O,17
rate,O,17
and,O,17
foreign,O,17
exchange,O,17
derivatives,O,17
primarily,O,17
used,O,17
to,O,17
manage,O,17
interest,O,17
rate,O,17
and,O,17
foreign,O,17
exchange,O,17
risks,O,17
of,O,17
securitization,O,17
entities,O,17
(,O,17
refer,O,17
to,O,17
Note,O,17
5,O,17
for,O,17
further,O,17
information,O,17
on,O,17
derivatives,O,17
),O,17
;,O,17
senior,S-kpi,24
and,O,17
subordinated,B-kpi,2
securities,E-kpi,8
of,O,17
$,O,17
105,S-cy,19
million,O,17
and,O,17
$,O,17
40,S-cy,19
million,O,17
",",O,17
respectively,O,17
",",O,17
at,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
and,O,17
$,O,17
106,S-py,26
million,O,17
and,O,17
$,O,17
94,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
at,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
which,O,17
the,O,17
Firm,O,17
purchased,O,17
in,O,17
connection,O,17
with,O,17
CIB,O,17
’s,O,17
secondary,O,17
market-making,O,17
activities,O,17
.,O,17
(,O,17
d,O,17
),O,17
Includes,O,17
interests,O,17
held,O,17
in,O,17
re-securitization,O,17
transactions,O,17
.,O,17
Included,O,17
in,O,17
beneficial,B-kpi,2
interests,I-kpi,14
in,I-kpi,14
VIE,I-kpi,14
assets,E-kpi,8
are,O,17
long-term,B-thereof,5
beneficial,I-thereof,16
interests,E-thereof,11
of,O,17
$,O,17
5.2,S-cy,19
billion,O,17
and,O,17
$,O,17
6.7,S-py,26
billion,O,17
at,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
.,O,17
At,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
time,O,17
deposits,B-kpi,2
in,I-kpi,14
denominations,E-kpi,8
of,O,17
$,O,17
"250,000",S-cy,19
or,O,17
more,O,17
were,O,17
as,O,17
follows,O,17
.,O,17
The,O,17
following,O,17
table,O,17
details,O,17
the,O,17
components,O,17
of,O,17
accounts,O,17
payable,O,17
and,O,17
other,O,17
liabilities,O,17
.,O,17
(,O,17
a,O,17
),O,17
Includes,O,17
credit,B-kpi,2
card,I-kpi,14
rewards,I-kpi,14
liability,E-kpi,8
of,O,17
$,O,17
7.7,S-cy,19
billion,O,17
and,O,17
$,O,17
6.4,S-py,26
billion,O,17
at,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
.,O,17
Dividends,O,17
are,O,17
payable,O,17
semiannually,O,17
on,O,17
fixed-to-floating-rate,O,17
preferred,O,17
stock,O,17
while,O,17
at,O,17
a,O,17
fixed,O,17
rate,O,17
",",O,17
and,O,17
payable,O,17
quarterly,O,17
after,O,17
converting,O,17
to,O,17
a,O,17
floating,O,17
rate,O,17
.,O,17
(,O,17
d,O,17
),O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
111.81,S-py1,27
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
on,O,17
December,O,17
1,O,17
",",O,17
2018,O,17
and,O,17
include,O,17
dividends,O,17
from,O,17
the,O,17
original,O,17
issue,O,17
date,O,17
of,O,17
September,O,17
21,O,17
",",O,17
2018,O,17
through,O,17
November,O,17
30,O,17
",",O,17
2018,O,17
.,O,17
(,O,17
e,O,17
),O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
211.67,S-py,26
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
on,O,17
April,O,17
"12,2019",O,17
and,O,17
include,O,17
dividends,O,17
from,O,17
the,O,17
original,O,17
issue,O,17
date,O,17
of,O,17
January,O,17
24,O,17
",",O,17
2019,O,17
through,O,17
May,O,17
31,O,17
",",O,17
2019,O,17
.,O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
150.00,S-py,26
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
thereafter,O,17
on,O,17
July,O,17
10,O,17
",",O,17
2019,O,17
and,O,17
October,O,17
9,O,17
",",O,17
2019,O,17
.,O,17
(,O,17
f,O,17
),O,17
No,O,17
dividends,O,17
were,O,17
declared,O,17
for,O,17
Series,O,17
GG,O,17
from,O,17
the,O,17
original,O,17
issue,O,17
date,O,17
of,O,17
November,O,17
7,O,17
",",O,17
2019,O,17
through,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
.,O,17
(,O,17
g,O,17
),O,17
The,O,17
dividend,B-kpi,2
rate,E-kpi,8
for,O,17
Series,O,17
I,O,17
preferred,O,17
stock,O,17
became,O,17
floating,O,17
and,O,17
payable,O,17
quarterly,O,17
starting,O,17
on,O,17
April,O,17
30,O,17
",",O,17
2018,O,17
;,O,17
prior,O,17
to,O,17
which,O,17
the,O,17
dividend,O,17
rate,O,17
was,O,17
fixed,O,17
at,O,17
7.90,O,17
%,O,17
or,O,17
$,O,17
395.00,S-py1,27
per,B-attr,0
share,I-attr,12
payable,I-attr,12
semi,I-attr,12
annually,E-attr,6
.,O,17
(,O,17
h,O,17
),O,17
The,O,17
dividend,O,17
rate,O,17
for,O,17
Series,B-thereof,5
V,E-thereof,11
preferred,O,17
stock,O,17
became,O,17
floating,O,17
and,O,17
payable,O,17
quarterly,O,17
starting,O,17
on,O,17
July,O,17
1,O,17
",",O,17
2019,O,17
;,O,17
prior,O,17
to,O,17
which,O,17
the,O,17
dividend,O,17
rate,O,17
was,O,17
fixed,O,17
at,O,17
5,O,17
%,O,17
or,O,17
$,O,17
250.00,S-py,26
per,O,17
share,O,17
payable,O,17
semi,O,17
annually,O,17
.,O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
125.00,S-py,26
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
thereafter,O,17
on,O,17
December,O,17
10,O,17
",",O,17
2019,O,17
.,O,17
(,O,17
k,O,17
),O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
125.22,S-cy,19
per,O,17
share,O,17
were,O,17
declared,O,17
on,O,17
March,O,17
13,O,17
",",O,17
2020,O,17
and,O,17
include,O,17
dividends,O,17
from,O,17
the,O,17
original,O,17
issue,O,17
date,O,17
of,O,17
January,O,17
23,O,17
",",O,17
2020,O,17
through,O,17
April,O,17
30,O,17
",",O,17
2020,O,17
.,O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
115.00,S-cy,19
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
quarterly,O,17
thereafter,O,17
.,O,17
(,O,17
l,O,17
),O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
141.11,S-cy,19
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
on,O,17
May,O,17
15,O,17
",",O,17
2020,O,17
and,O,17
include,O,17
dividends,O,17
from,O,17
the,O,17
original,O,17
issue,O,17
date,O,17
of,O,17
February,O,17
24,O,17
",",O,17
2020,O,17
through,O,17
June,O,17
30,O,17
",",O,17
2020,O,17
.,O,17
Dividends,S-kpi,24
in,O,17
the,O,17
amount,O,17
of,O,17
$,O,17
100.00,S-cy,19
per,B-attr,0
share,E-attr,6
were,O,17
declared,O,17
quarterly,O,17
thereafter,O,17
.,O,17
Refer,O,17
to,O,17
Note,O,17
1,O,17
for,O,17
additional,O,17
information,O,17
.,O,17
(,O,17
b,O,17
),O,17
Includes,O,17
after-tax,O,17
net,O,17
unamortized,B-kpi,2
unrealized,I-kpi,14
gains,E-kpi,8
of,O,17
$,O,17
3.3,S-cy,19
billion,O,17
related,O,17
to,O,17
AFS,B-attr,0
securities,E-attr,6
that,O,17
have,O,17
been,O,17
transferred,O,17
to,O,17
HTM,O,17
.,O,17
During,O,17
the,O,17
year,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
the,O,17
Firm,O,17
reclassified,O,17
a,O,17
net,B-kpi,2
pre-tax,I-kpi,14
gain,E-kpi,8
of,O,17
$,O,17
6,S-cy,19
million,O,17
to,O,17
other,O,17
income,O,17
related,O,17
to,O,17
the,O,17
liquidation,B-thereof,5
of,I-thereof,16
legal,E-thereof,11
entities,O,17
",",O,17
$,O,17
3,S-cy,19
million,O,17
related,O,17
to,O,17
net,B-thereof,5
investment,I-thereof,16
hedge,I-thereof,16
gains,E-thereof,11
and,O,17
$,O,17
3,S-cy,19
million,O,17
related,O,17
to,O,17
cumulative,B-thereof,5
translation,I-thereof,16
adjustments,E-thereof,11
.,O,17
During,O,17
the,O,17
year,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
the,O,17
Firm,O,17
reclassified,O,17
net,B-kpi,2
pre-tax,I-kpi,14
gains,E-kpi,8
of,O,17
$,O,17
7,S-cy,19
million,O,17
to,O,17
other,B-thereof,5
income,E-thereof,11
and,O,17
$,O,17
1,S-cy,19
million,O,17
to,O,17
other,B-thereof,5
expense,E-thereof,11
",",O,17
respectively,O,17
.,O,17
These,O,17
amounts,O,17
",",O,17
which,O,17
related,O,17
to,O,17
the,O,17
liquidation,B-kpi,2
of,I-kpi,14
certain,I-kpi,14
legal,I-kpi,14
entities,E-kpi,8
",",O,17
are,O,17
comprised,O,17
of,O,17
$,O,17
18,S-cy,19
million,O,17
related,O,17
to,O,17
net,B-thereof,5
investment,I-thereof,16
hedge,I-thereof,16
gains,E-thereof,11
and,O,17
$,O,17
10,S-cy,19
million,O,17
related,O,17
to,O,17
cumulative,B-thereof,5
translation,I-thereof,16
adjustments,E-thereof,11
.,O,17
During,O,17
the,O,17
year,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2018,O,17
",",O,17
the,O,17
Firm,O,17
reclassified,O,17
a,O,17
net,B-kpi,2
pre-tax,I-kpi,14
loss,E-kpi,8
of,O,17
$,O,17
168,S-py1,27
million,O,17
to,O,17
other,O,17
expense,O,17
related,O,17
to,O,17
the,O,17
liquidation,B-thereof,5
of,I-thereof,16
certain,I-thereof,16
legal,I-thereof,16
entities,E-thereof,11
",",O,17
$,O,17
17,S-py1,27
million,O,17
related,O,17
to,O,17
net,B-thereof,5
investment,I-thereof,16
hedge,I-thereof,16
losses,E-thereof,11
and,O,17
$,O,17
151,S-py1,27
million,O,17
related,O,17
to,O,17
cumulative,B-thereof,5
translation,I-thereof,16
adjustments,E-thereof,11
.,O,17
(,O,17
c,O,17
),O,17
Represents,O,17
changes,O,17
in,O,17
fair,O,17
value,O,17
of,O,17
cross-currency,O,17
swaps,O,17
attributable,O,17
to,O,17
changes,O,17
in,O,17
cross-currency,O,17
basis,O,17
spreads,O,17
",",O,17
which,O,17
are,O,17
excluded,O,17
from,O,17
the,O,17
assessment,O,17
of,O,17
hedge,O,17
effectiveness,O,17
and,O,17
recorded,O,17
in,O,17
other,O,17
comprehensive,O,17
income,O,17
.,O,17
The,O,17
following,O,17
table,O,17
presents,O,17
the,O,17
components,O,17
of,O,17
the,O,17
Firm,O,17
’s,O,17
restricted,O,17
cash,O,17
:,O,17
(,O,17
a,O,17
),O,17
Effective,O,17
March,O,17
26,O,17
",",O,17
2020,O,17
",",O,17
the,O,17
Federal,O,17
Reserve,O,17
eliminated,O,17
reserve,O,17
requirements,O,17
for,O,17
depository,B-kpi,2
institutions,E-kpi,8
(,O,17
b,O,17
),O,17
Comprises,O,17
$,O,17
22.7,S-cy,19
billion,O,17
and,O,17
$,O,17
45.3,S-py,26
billion,O,17
in,O,17
deposits,B-thereof,5
with,I-thereof,16
banks,E-thereof,11
",",O,17
and,O,17
$,O,17
1.7,S-cy,19
billion,O,17
and,O,17
$,O,17
1.2,S-py,26
billion,O,17
in,O,17
cash,B-thereof,5
and,I-thereof,16
due,I-thereof,16
from,I-thereof,16
banks,E-thereof,11
on,O,17
the,O,17
Consolidated,O,17
balance,O,17
sheets,O,17
as,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
.,O,17
(,O,17
a,O,17
),O,17
Includes,O,17
certain,O,17
commitments,O,17
to,O,17
purchase,O,17
loans,O,17
from,O,17
correspondents,O,17
.,O,17
(,O,17
b,O,17
),O,17
Also,O,17
includes,O,17
commercial,O,17
card,O,17
lending-related,O,17
commitments,O,17
primarily,O,17
in,O,17
CB,O,17
and,O,17
CIB,O,17
.,O,17
(,O,17
c,O,17
),O,17
Predominantly,O,17
all,O,17
consumer,O,17
and,O,17
wholesale,O,17
lending-related,O,17
commitments,O,17
are,O,17
in,O,17
the,O,17
U.S,O,17
.,O,17
(,O,17
d,O,17
),O,17
At,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
reflected,O,17
the,O,17
contractual,B-kpi,2
amount,I-kpi,14
net,I-kpi,14
of,I-kpi,14
risk,E-kpi,8
participations,O,17
totaling,O,17
$,O,17
72,S-cy,19
million,O,17
and,O,17
$,O,17
76,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
for,O,17
other,B-thereof,5
unfunded,I-thereof,16
commitments,E-thereof,11
to,O,17
extend,O,17
credit,O,17
;,O,17
$,O,17
8.5,S-cy,19
billion,O,17
and,O,17
$,O,17
9.8,S-py,26
billion,O,17
",",O,17
respectively,O,17
",",O,17
for,O,17
standby,B-thereof,5
letters,I-thereof,16
of,I-thereof,16
credit,E-thereof,11
and,O,17
other,O,17
financial,O,17
guarantees,O,17
;,O,17
and,O,17
$,O,17
357,S-cy,19
million,O,17
and,O,17
$,O,17
546,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
for,O,17
other,B-thereof,5
letters,I-thereof,16
of,I-thereof,16
credit,E-thereof,11
.,O,17
Prior-period,O,17
amounts,O,17
have,O,17
been,O,17
revised,O,17
to,O,17
conform,O,17
with,O,17
the,O,17
current,O,17
presentation,O,17
.,O,17
(,O,17
f,O,17
),O,17
At,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
collateral,S-kpi,24
held,O,17
by,O,17
the,O,17
Firm,O,17
in,O,17
support,O,17
of,O,17
securities,B-thereof,5
lending,I-thereof,16
indemnification,I-thereof,16
agreements,E-thereof,11
was,O,17
$,O,17
264.3,S-cy,19
billion,O,17
and,O,17
$,O,17
216.2,S-py,26
billion,O,17
",",O,17
respectively,O,17
.,O,17
The,O,17
majority,O,17
of,O,17
the,O,17
Firm,O,17
’s,O,17
long-lived,O,17
assets,O,17
are,O,17
located,O,17
in,O,17
the,O,17
U.S,O,17
.,O,17
(,O,17
a,O,17
),O,17
Substantially,O,17
reflects,O,17
the,O,17
U.S,O,17
.,O,17
(,O,17
b,O,17
),O,17
Prior-period,O,17
amounts,O,17
have,O,17
been,O,17
revised,O,17
to,O,17
conform,O,17
with,O,17
the,O,17
current,O,17
presentation,O,17
.,O,17
(,O,17
c,O,17
),O,17
Revenue,O,17
is,O,17
composed,O,17
of,O,17
net,O,17
interest,O,17
income,O,17
and,O,17
noninterest,O,17
revenue,O,17
.,O,17
(,O,17
d,O,17
),O,17
Expense,O,17
is,O,17
composed,O,17
of,O,17
noninterest,O,17
expense,O,17
and,O,17
the,O,17
provision,O,17
for,O,17
credit,O,17
losses,O,17
.,O,17
(,O,17
e,O,17
),O,17
Total,B-kpi,2
assets,I-kpi,14
for,I-kpi,14
the,I-kpi,14
U.K,E-kpi,8
.,O,17
were,O,17
approximately,O,17
$,O,17
353,S-cy,19
billion,O,17
",",O,17
$,O,17
309,S-py,26
billion,O,17
and,O,17
$,O,17
299,S-py1,27
billion,O,17
at,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
respectively,O,17
.,O,17
Of,O,17
the,O,17
$,O,17
1.0,S-cy,19
billion,O,17
in,O,17
level,O,17
3,O,17
assets,S-kpi,24
measured,O,17
at,O,17
fair,O,17
value,O,17
on,O,17
a,O,17
nonrecurring,O,17
basis,O,17
as,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
$,O,17
787,S-cy,19
million,O,17
related,O,17
to,O,17
such,O,17
equity,B-thereof,5
securities,E-thereof,11
.,O,17
These,O,17
equity,O,17
securities,O,17
are,O,17
classified,O,17
as,O,17
level,O,17
3,O,17
due,O,17
to,O,17
the,O,17
infrequency,O,17
of,O,17
the,O,17
observable,O,17
prices,O,17
and/or,O,17
the,O,17
restrictions,O,17
on,O,17
the,O,17
shares,O,17
.,O,17
(,O,17
b,O,17
),O,17
Primarily,O,17
includes,O,17
certain,O,17
mortgage,O,17
loans,O,17
that,O,17
were,O,17
reclassified,O,17
to,O,17
held-for-sale,O,17
.,O,17
(,O,17
c,O,17
),O,17
Of,O,17
the,O,17
$,O,17
269,S-cy,19
million,O,17
in,O,17
level,O,17
3,O,17
assets,S-kpi,24
measured,O,17
at,O,17
fair,O,17
value,O,17
on,O,17
a,O,17
nonrecurring,O,17
basis,O,17
as,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2019,O,17
",",O,17
$,O,17
248,S-cy,19
million,O,17
related,O,17
to,O,17
residential,B-thereof,5
real,I-thereof,16
estate,I-thereof,16
loans,E-thereof,11
carried,O,17
at,O,17
the,O,17
net,O,17
realizable,O,17
value,O,17
of,O,17
the,O,17
underlying,O,17
collateral,O,17
(,O,17
e.g,O,17
.,O,17
",",O,17
collateral-dependent,O,17
loans,O,17
and,O,17
other,O,17
loans,O,17
charged,O,17
off,O,17
in,O,17
accordance,O,17
with,O,17
regulatory,O,17
guidance,O,17
),O,17
.,O,17
Our,O,17
Company,O,17
's,O,17
investments,S-kpi,24
",",O,17
plus,B-attr,0
any,I-attr,12
loans,I-attr,12
and,I-attr,12
guarantees,I-attr,12
",",I-attr,12
and,I-attr,12
other,I-attr,12
subordinated,I-attr,12
financial,I-attr,12
support,I-attr,12
related,I-attr,12
to,I-attr,12
these,I-attr,12
VIEs,E-attr,6
totaled,O,17
$,O,17
"2,567",S-cy,19
million,O,17
and,O,17
$,O,17
"3,179",S-py,26
million,O,17
as,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
",",O,17
representing,O,17
our,O,17
maximum,O,17
exposures,O,17
to,O,17
loss,O,17
.,O,17
Our,O,17
Company,O,17
's,O,17
investments,S-kpi,24
",",O,17
plus,B-attr,0
any,I-attr,12
loans,I-attr,12
and,I-attr,12
guarantees,I-attr,12
",",I-attr,12
related,I-attr,12
to,I-attr,12
these,I-attr,12
VIEs,E-attr,6
totaled,O,17
$,O,17
74,S-cy,19
million,O,17
and,O,17
$,O,17
51,S-py,26
million,O,17
as,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
respectively,O,17
",",O,17
representing,O,17
our,O,17
maximum,O,17
exposures,O,17
to,O,17
loss,O,17
.,O,17
Advertising,B-kpi,2
costs,E-kpi,8
included,O,17
in,O,17
the,O,17
line,O,17
item,O,17
selling,O,17
",",O,17
general,O,17
and,O,17
administrative,O,17
expenses,O,17
in,O,17
our,O,17
consolidated,O,17
statements,O,17
of,O,17
income,O,17
were,O,17
$,O,17
3,S-cy,19
billion,O,17
in,O,17
2020,O,17
and,O,17
$,O,17
4,S-py,26
billion,O,17
in,O,17
2019,O,17
and,O,17
2018,O,17
.,O,17
As,O,17
of,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
and,O,17
2019,O,17
",",O,17
advertising,B-kpi,2
and,I-kpi,14
production,I-kpi,14
costs,E-kpi,8
of,O,17
$,O,17
83,S-cy,19
million,O,17
and,O,17
$,O,17
55,S-py,26
million,O,17
",",O,17
respectively,O,17
",",O,17
were,O,17
primarily,O,17
recorded,O,17
in,O,17
the,O,17
line,O,17
item,O,17
prepaid,O,17
expenses,O,17
and,O,17
other,O,17
assets,O,17
in,O,17
our,O,17
consolidated,O,17
balance,O,17
sheets,O,17
.,O,17
The,O,17
Company,O,17
sold,O,17
$,O,17
185,S-cy,19
million,O,17
of,O,17
trade,B-kpi,2
accounts,I-kpi,14
receivables,E-kpi,8
under,O,17
this,O,17
program,O,17
during,O,17
the,O,17
year,O,17
ended,O,17
December,O,17
31,O,17
",",O,17
2020,O,17
",",O,17
and,O,17
the,O,17
costs,O,17
of,O,17
factoring,O,17
such,O,17
receivables,O,17
were,O,17
not,O,17
material,O,17
.,O,17
Depreciation,B-kpi,2
expense,E-kpi,8
",",O,17
including,B-attr,0
the,I-attr,12
depreciation,I-attr,12
expense,I-attr,12
of,I-attr,12
assets,I-attr,12
under,I-attr,12
finance,I-attr,12
leases,E-attr,6
",",O,17
totaled,O,17
$,O,17
"1,301",S-cy,19
million,O,17
",",O,17
$,O,17
"1,208",S-py,26
million,O,17
and,O,17
$,O,17
999,S-py1,27
million,O,17
in,O,17
2020,O,17
",",O,17
2019,O,17
and,O,17
2018,O,17
",",O,17
respectively,O,17
.,O,17
Amortization,B-kpi,2
expense,I-kpi,14
for,I-kpi,14
leasehold,I-kpi,14
improvements,E-kpi,8
totaled,O,17
$,O,17
18,S-cy,19
